word,freq,year
violence,2,2007
violence,4,2008
violence,2,2011
violence,1,2012
violence,6,2013
violence,1,2014
violence,2,2016
violations,2,2010
violating,1,2007
violating,1,2010
violated,1,2003
violated,1,2007
violated,1,2014
violate,1,2012
violate,1,2013
villages,1,2003
villages,1,2016
villager,1,2006
vigorously,1,2010
vigorous,1,2002
vigorous,1,2006
vigorous,1,2008
vigilant,1,2009
vigilant,1,2014
vigilance,1,2002
vigilance,1,2004
views,1,2012
views,1,2013
view,1,2002
view,1,2004
view,1,2007
view,2,2009
view,1,2011
vietnam,1,2016
videos,1,2002
videos,2,2007
video,1,2009
video,1,2011
victory,1,2002
victory,1,2003
victory,1,2004
victory,3,2005
victory,5,2006
victory,2,2007
victory,2,2010
victories,1,2006
victor,1,2013
victims,1,2002
victims,1,2003
victims,1,2004
victims,1,2005
victim,1,2016
vicious,1,2006
vicious,1,2015
vicious,1,2016
vice,2,2001
vice,1,2002
vice,1,2003
vice,1,2004
vice,1,2005
vice,1,2006
vice,1,2007
vice,1,2008
vice,2,2009
vice,2,2010
vice,1,2011
vice,2,2012
vice,1,2013
vice,2,2014
vice,2,2015
vice,2,2016
vial,1,2003
viable,1,2009
vets,1,2012
vets,1,2015
veto,1,2004
veto,1,2006
veto,2,2008
veto,1,2010
veto,2,2011
veto,1,2014
veto,3,2015
veterans,1,2001
veterans,1,2002
veterans,2,2008
veterans,1,2009
veterans,1,2010
veterans,2,2011
veterans,5,2012
veterans,2,2013
veterans,3,2014
veterans,4,2015
veterans,1,2016
veteran,1,2012
veteran,3,2015
vests,1,2012
vestiges,1,2001
versa,1,2012
verizon,1,2014
verify,1,2003
verify,1,2007
verify,1,2014
verifiably,1,2008
verifiable,1,2014
verge,1,2007
verge,1,2010
verge,1,2012
verdict,1,2015
venture,1,2005
vehicles,2,2007
vehicles,1,2011
vast,1,2002
vast,1,2007
vast,1,2010
vast,1,2012
vast,1,2015
vanished,1,2004
vanish,1,2002
vandalized,1,2016
valuesthats,1,2015
values,2,2001
values,2,2002
values,1,2003
values,2,2004
values,5,2005
values,2,2006
values,4,2009
values,12,2010
values,7,2012
values,1,2013
values,5,2015
value,2,2004
value,1,2005
value,1,2006
value,2,2010
value,1,2013
value,1,2014
value,1,2015
value,1,2016
valuable,1,2009
valor,1,2008
valleys,1,2015
valley,1,2016
vaccines,1,2002
vaccines,1,2003
vaccines,1,2014
vacations,1,2015
vacant,1,2011
vacant,1,2013
vacancies,1,2007
va,1,2010
va,1,2012
utter,1,2003
utility,1,2002
utilities,1,2014
usually,1,2013
usual,1,2010
usual,1,2014
uss,1,2003
using,1,2001
using,1,2003
using,2,2004
using,2,2007
using,1,2008
using,2,2011
using,2,2015
usher,1,2010
usher,1,2011
usher,1,2014
uses,1,2016
used,1,2002
used,3,2003
used,1,2004
used,1,2005
used,2,2006
used,2,2007
used,1,2008
used,1,2009
used,1,2010
used,5,2011
used,1,2012
used,3,2014
used,2,2015
use,1,2001
use,1,2002
use,6,2003
use,3,2004
use,1,2005
use,5,2006
use,4,2007
use,2,2008
use,3,2009
use,1,2010
use,2,2011
use,6,2012
use,2,2013
use,3,2014
use,9,2015
use,3,2016
usage,1,2007
usa,3,2002
usa,1,2003
usa,1,2008
usa,3,2010
usa,2,2014
us,10,2001
us,6,2002
us,14,2003
us,11,2004
us,14,2005
us,22,2006
us,29,2007
us,23,2008
us,19,2009
us,19,2010
us,33,2011
us,15,2012
us,19,2013
us,20,2014
us,29,2015
us,33,2016
urging,1,2010
urging,1,2016
urgent,1,2001
urgent,1,2003
urgent,1,2009
urgent,1,2010
urgent,1,2012
urgent,1,2013
urgent,1,2016
urgency,1,2014
urged,1,2002
urge,1,2002
urge,5,2003
urge,2,2004
urge,2,2005
urge,3,2006
urge,2,2010
urge,1,2011
urge,3,2013
urge,1,2015
urban,1,2013
uranium,2,2003
uranium,1,2004
uranium,1,2005
uranium,1,2008
uranium,1,2014
uranium,1,2016
upwards,1,2003
upward,1,2006
upward,2,2014
upsidedown,1,2014
ups,1,2015
uprising,1,2008
upordown,1,2005
upordown,1,2007
upordown,1,2008
upon,1,2002
upon,3,2003
upon,2,2004
upon,2,2009
upon,1,2010
upon,1,2013
upon,1,2016
upkeep,1,2001
upholds,1,2006
upholds,1,2007
upholds,1,2008
upholds,1,2015
upholding,1,2009
upholding,1,2010
upholding,1,2015
uphold,1,2006
uphold,1,2007
uphold,2,2013
uphold,1,2015
uphold,1,2016
upheaval,1,2009
upgrading,1,2014
upgrade,1,2002
upgrade,1,2012
upgrade,2,2013
upgrade,1,2015
update,2,2005
update,1,2015
unyielding,1,2009
unwilling,1,2010
unwavering,1,2004
unwavering,1,2005
unwarranted,1,2010
unwarranted,1,2011
unused,1,2008
unused,1,2011
untouched,1,2010
untouched,1,2012
untold,1,2003
untold,1,2015
unsustainable,1,2013
unsuited,1,2005
unstoppable,1,2015
unstable,1,2006
unstable,1,2012
unsolved,1,2009
unseen,1,2004
unsafe,1,2012
unrestrained,1,2001
unrelenting,1,2005
unraveling,1,2015
unraveling,1,2016
unravel,1,2006
unpredictable,1,2005
unprecedented,2,2001
unprecedented,1,2002
unprecedented,1,2003
unprecedented,1,2005
unprecedented,2,2006
unprecedented,1,2009
unprecedented,1,2011
unprecedented,1,2014
unpopular,1,2009
unpatriotic,1,2016
unnecessary,2,2011
unnecessary,1,2012
unnecessary,1,2015
unnecessary,1,2016
unmistakable,1,2004
unmatched,1,2005
unlock,1,2013
unlikely,1,2009
unless,1,2002
unless,5,2004
unless,2,2007
unless,1,2008
unless,1,2009
unless,2,2012
unless,1,2013
unless,2,2014
unleashing,1,2004
unleashed,1,2011
unleashed,1,2015
unleash,1,2014
unleash,1,2015
unknown,1,2006
unkept,1,2007
university,1,2007
university,1,2013
university,1,2015
universities,1,2009
universities,1,2010
universities,2,2011
universities,3,2012
universities,2,2014
universities,1,2015
universal,1,2009
universal,1,2013
universal,2,2015
unity,1,2002
unity,1,2003
unity,1,2005
unity,2,2010
units,1,2007
unites,1,2014
united,2,2001
united,6,2002
united,15,2003
united,10,2004
united,5,2005
united,7,2006
united,12,2007
united,4,2008
united,5,2009
united,7,2010
united,4,2011
united,6,2012
united,9,2013
united,6,2014
united,7,2015
united,3,2016
unite,1,2005
unite,1,2015
unit,1,2008
unit,7,2012
uniquely,1,2016
unique,3,2002
unique,2,2016
unions,1,2004
unions,1,2015
unionized,1,2012
union,1,2002
union,3,2003
union,3,2004
union,3,2005
union,2,2006
union,3,2007
union,1,2008
union,5,2010
union,1,2011
union,2,2012
union,4,2013
union,2,2014
union,1,2015
union,2,2016
uninterrupted,1,2006
uninterrupted,1,2007
uninsured,1,2002
uninsured,1,2007
uninsured,2,2010
uninsured,1,2011
uninsured,1,2015
unilaterally,1,2015
uniforms,1,2013
uniform,1,2001
uniform,1,2002
uniform,1,2004
uniform,2,2005
uniform,2,2006
uniform,1,2007
uniform,1,2009
uniform,1,2010
uniform,2,2012
uniform,1,2013
uniform,2,2014
unified,1,2010
unified,1,2013
unified,1,2014
unfortunately,1,2004
unfortunately,2,2008
unfortunately,1,2010
unfolding,1,2004
unfolding,1,2005
unfolded,1,2015
unfinished,2,2004
unfinished,1,2008
unfinished,2,2013
unfairly,1,2003
unfairly,1,2004
unfairly,1,2008
unfair,1,2003
unfair,1,2004
unfair,1,2012
unexpected,1,2001
uneven,1,2005
unethical,1,2006
unethical,1,2008
unemployment,2,2002
unemployment,1,2003
unemployment,1,2007
unemployment,1,2009
unemployment,2,2010
unemployment,1,2012
unemployment,6,2014
unemployment,1,2015
unemployment,2,2016
unemployed,2,2010
unemployed,1,2014
unelected,1,2002
undoes,1,2014
undocumented,2,2011
undo,1,2014
undo,1,2015
underworld,1,2002
underway,1,2011
underwater,1,2014
understood,1,2012
understanding,1,2009
understanding,1,2014
understanding,1,2016
understandable,1,2004
understand,2,2004
understand,2,2005
understand,1,2006
understand,2,2007
understand,1,2008
understand,3,2009
understand,2,2010
understand,2,2012
understand,1,2013
understand,1,2014
understand,4,2015
understand,2,2016
undersigned,1,2008
undermined,1,2008
undermine,1,2004
undermine,1,2005
undermine,1,2007
undermine,1,2008
undermine,1,2016
undergoing,1,2008
undercut,1,2006
uncovered,1,2003
uncovered,2,2007
unconditional,2,2016
uncomfortable,1,2010
unclogging,1,2014
unchecked,1,2002
unchecked,1,2012
unchanging,1,2002
unchanging,1,2005
uncertainty,1,2001
uncertainty,1,2005
uncertainty,1,2006
uncertainty,1,2007
uncertainty,2,2008
uncertainties,1,2001
uncertainties,1,2004
uncertain,1,2009
uncertain,1,2010
uncertain,1,2012
unbelievers,1,2007
unarmed,2,2016
unanswered,1,2016
unafraid,1,2010
unacceptable,1,2010
unable,2,2010
un,4,2003
un,1,2007
ultimately,1,2006
ultimately,1,2009
ultimately,1,2012
ultimately,1,2014
ultimately,2,2015
ultimately,1,2016
ultimate,1,2003
ultimate,1,2004
ultimate,1,2005
ukraines,1,2015
ukraine,1,2004
ukraine,2,2005
ukraine,1,2008
ukraine,1,2014
ukraine,2,2016
u2,1,2003
tysheoma,1,2009
tyrants,1,2001
tyrants,1,2003
tyrants,1,2016
tyranny,2,2002
tyranny,2,2004
tyranny,2,2005
tyranny,1,2006
tyranny,2,2008
tyranny,1,2012
tyranny,1,2014
typical,1,2001
typical,1,2015
typhoon,1,2014
types,1,2013
typed,1,2009
type,1,2008
twothirds,1,2004
twothirds,1,2015
two,8,2001
two,4,2002
two,1,2003
two,2,2005
two,8,2006
two,3,2007
two,2,2008
two,2,2009
two,16,2010
two,12,2011
two,7,2012
two,7,2013
two,7,2014
two,4,2015
two,3,2016
twisted,1,2016
twilight,1,2009
twiceonce,1,2001
twice,2,2012
twentythree,1,2012
twentyfirst,3,2015
twentyeight,1,2004
twenty,1,2001
twenty,2,2010
twenty,3,2013
twenty,3,2014
twenties,1,2005
twelve,1,2003
twelve,1,2013
twelve,1,2014
twelve,1,2016
tv,1,2009
tv,1,2010
tv,2,2011
tv,1,2016
tutoring,1,2001
tutoring,1,2014
turns,1,2003
turns,1,2010
turns,1,2014
turnover,1,2014
turning,1,2001
turning,2,2006
turning,1,2007
turning,1,2011
turning,1,2015
turning,2,2016
turned,2,2003
turned,1,2006
turned,1,2007
turned,1,2008
turned,1,2010
turned,1,2011
turned,1,2012
turned,1,2015
turned,1,2016
turn,1,2003
turn,2,2004
turn,2,2005
turn,2,2006
turn,2,2007
turn,2,2009
turn,1,2010
turn,2,2011
turn,4,2012
turn,1,2013
turn,1,2015
turmoil,1,2009
turf,1,2011
turbulent,1,2008
turbines,1,2009
turbine,2,2012
tunisia,2,2011
tunisia,1,2014
tunis,1,2012
tuition,1,2001
tuition,1,2005
tuition,2,2009
tuition,2,2010
tuition,1,2011
tuition,5,2012
tuesday,1,2010
tucson,3,2011
tucson,1,2013
tucson,1,2015
tuck,1,2014
tubes,1,2003
trying,1,2003
trying,1,2004
trying,1,2005
trying,1,2008
trying,2,2009
trying,3,2010
trying,2,2012
trying,1,2013
trying,1,2014
trying,2,2015
trying,2,2016
try,1,2004
try,1,2006
try,1,2007
try,1,2008
try,3,2010
try,3,2011
try,3,2015
try,2,2016
truths,1,2002
truths,1,2010
truth,1,2007
truth,1,2009
truth,1,2010
truth,1,2012
truth,2,2015
truth,2,2016
trusting,1,2003
trusting,2,2008
trusted,1,2012
trust,2,2001
trust,1,2003
trust,1,2004
trust,1,2005
trust,1,2006
trust,17,2008
trust,2,2009
trust,2,2010
trust,2,2012
trust,1,2013
trust,2,2014
trust,1,2015
trust,1,2016
truman,1,2006
truman,1,2007
truly,1,2008
truly,1,2009
truly,1,2011
truly,1,2014
truly,2,2015
trucks,1,2007
trucks,1,2008
trucks,1,2009
trucks,1,2012
trucks,1,2013
trucks,2,2014
trucks,1,2016
truck,1,2014
troubled,1,2002
troubled,1,2004
troubled,1,2005
troubled,1,2006
troubled,1,2008
trouble,1,2011
troops,3,2002
troops,2,2003
troops,5,2004
troops,1,2005
troops,2,2006
troops,3,2007
troops,9,2008
troops,1,2009
troops,4,2010
troops,6,2011
troops,5,2012
troops,2,2013
troops,6,2014
troops,3,2015
troops,3,2016
troop,1,2006
troop,1,2008
trivial,1,2009
trivial,1,2015
triumphed,1,2012
triumph,1,2003
trips,1,2011
tripoli,1,2012
tripled,1,2001
triple,1,2001
triple,1,2010
trip,1,2005
trimmed,1,2010
